n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n348,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n359,n360,n361,n362,n363,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n380,n381,n382,n383,n384,n385,n386,n387,n388,n389,1
119.865166,119.86769,119.86767,119.79241,119.874084,119.816025,119.86732,119.87873,119.80485,119.86812,119.881874,119.86558,119.88478,119.8642,119.87156,119.87204,119.886406,119.88283,119.86982,119.8848,119.88807,119.86995,119.88618,119.8895,119.88806,119.88798,119.89173,119.8918,119.8748,119.87028,119.889084,119.87693,119.89059,119.91018,119.8915,119.87489,119.9389,119.894,119.9389,119.907295,119.87479,119.91561,119.94617,119.98883,119.97565,119.994316,119.86876,119.87417,119.90746,119.865295,119.86542,119.8657,119.866,119.866516,119.86783,119.867676,119.86804,119.87019,119.86746,119.82984,119.867546,119.86847,119.87951,119.8817,119.86861,119.86898,119.882904,119.88418,119.88573,119.88659,119.87288,119.887276,119.8884,119.86933,119.889084,119.889984,119.87056,119.87194,119.87319,119.88672,119.885216,119.88008,119.90487,119.87079,119.87195,119.87335,119.88965,119.908745,119.89995,119.98422,119.979805,119.94528,120.0
119.82178,119.829445,119.82947,119.75882,119.84636,119.78792,119.82518,119.85431,119.77547,119.829544,119.859146,119.83548,119.86251,119.8339,119.83741,119.84066,119.8657,119.85575,119.83263,119.85989,119.86756,119.82963,119.862656,119.861946,119.867546,119.86585,119.8677,119.87104,119.83936,119.82999,119.86507,119.84161,119.87009,119.88818,119.87109,119.837654,119.924225,119.87374,119.924225,119.89091,119.83755,119.899925,119.93539,119.98607,119.96969,119.99292,119.8315,119.83919,119.88392,119.821884,119.82199,119.82217,119.82237,119.82299,119.829445,119.82971,119.83058,119.84039,119.837364,119.80155,119.825226,119.82637,119.85548,119.85739,119.830376,119.83103,119.85989,119.86095,119.86302,119.86414,119.83833,119.86656,119.86795,119.83206,119.8647,119.869514,119.83122,119.83412,119.83667,119.863945,119.85549,119.84788,119.88633,119.8309,119.83238,119.834984,119.859985,119.88588,119.88049,119.98023,119.97469,119.93229,120.0
119.867355,119.87343,119.87343,119.80609,119.88325,119.83243,119.871826,119.888824,119.82102,119.873634,119.8926,119.87475,119.89487,119.87339,119.87805,119.879425,119.89712,119.89071,119.87567,119.89345,119.898605,119.87357,119.8953,119.89581,119.8986,119.897224,119.899864,119.90097,119.88022,119.87357,119.89763,119.88187,119.90033,119.9155,119.90147,119.879166,119.942635,119.90387,119.942635,119.915955,119.87905,119.92314,119.95088,119.98958,119.97735,119.99468,119.87468,119.87991,119.912346,119.86754,119.8677,119.867966,119.86825,119.86923,119.87349,119.87362,119.87415,119.87883,119.876366,119.84474,119.87215,119.87256,119.8896,119.89124,119.874214,119.87468,119.89335,119.89419,119.89525,119.89598,119.87895,119.89769,119.89865,119.875145,119.8974,119.90018,119.87458,119.8768,119.878624,119.8959,119.89126,119.88588,119.91301,119.87391,119.875114,119.87708,119.894745,119.91379,119.90858,119.98529,119.98125,119.94871,120.0
119.8088,119.81624,119.816246,119.77177,119.829254,119.79057,119.811935,119.83415,119.78264,119.816475,119.83729,119.822845,119.84049,119.822014,119.82395,119.82715,119.84279,119.83978,119.81991,119.84182,119.844444,119.81714,119.84351,119.847626,119.84444,119.84528,119.850426,119.84951,119.82663,119.81787,119.846924,119.82913,119.8478,119.87521,119.84822,119.82573,119.914345,119.850365,119.914345,119.87004,119.82567,119.88235,119.92427,119.983734,119.96429,119.99171,119.8185,119.82615,119.87165,119.80893,119.80905,119.80929,119.80952,119.80999,119.81627,119.816444,119.817375,119.82568,119.82391,119.8002,119.812004,119.813545,119.83538,119.838326,119.81759,119.81845,119.83873,119.840706,119.84159,119.843124,119.82502,119.843636,119.845436,119.819214,119.847084,119.84648,119.81879,119.82176,119.8243,119.844315,119.841354,119.833916,119.86706,119.81908,119.820885,119.82319,119.84721,119.8733,119.858154,119.97675,119.97024,119.924324,120.0
119.86092,119.86621,119.86622,119.81085,119.87695,119.83276,119.86367,119.88124,119.82336,119.8664,119.883995,119.869606,119.88637,119.86833,119.871796,119.87348,119.88795,119.88413,119.86872,119.88646,119.88911,119.86635,119.8878,119.88964,119.8891,119.88905,119.89297,119.89232,119.8736,119.866394,119.89058,119.87552,119.89123,119.91026,119.8916,119.87332,119.93879,119.89321,119.93879,119.90936,119.87331,119.917595,119.946236,119.988464,119.97501,119.994125,119.867905,119.87332,119.90698,119.86105,119.86118,119.86143,119.861626,119.86214,119.86622,119.866486,119.8671,119.87372,119.87122,119.84311,119.86389,119.865036,119.882355,119.884155,119.86711,119.86766,119.88482,119.885994,119.886955,119.88774,119.87256,119.88841,119.88957,119.86827,119.89049,119.890495,119.8675,119.869644,119.87151,119.8881,119.88503,119.87958,119.90641,119.867,119.86824,119.870674,119.88845,119.90849,119.899826,119.9836,119.979095,119.94456,120.0
119.8353,119.84372,119.84372,119.81196,119.85999,119.82836,119.839355,119.865,119.82154,119.843864,119.86906,119.85399,119.87126,119.853065,119.851776,119.85658,119.87291,119.86794,119.846954,119.87052,119.87395,119.842834,119.872345,119.87332,119.87394,119.873856,119.87755,119.87674,119.85259,119.8431,119.87488,119.85442,119.87567,119.896996,119.876015,119.85093,119.92961,119.877304,119.92961,119.89227,119.85088,119.902985,119.93787,119.98687,119.971405,119.99331,119.845985,119.85259,119.89295,119.83541,119.8355,119.83567,119.83583,119.83639,119.84377,119.84386,119.844925,119.857315,119.855095,119.83554,119.83936,119.84026,119.865685,119.867905,119.844826,119.84556,119.86973,119.87055,119.871895,119.87258,119.85214,119.87322,119.874146,119.84653,119.87485,119.87508,119.84442,119.847176,119.84983,119.87305,119.867455,119.86044,119.89068,119.843864,119.84569,119.8482,119.87014,119.89482,119.882614,119.981346,119.97622,119.937225,120.0
119.87551,119.87978,119.87979,119.8012,119.87977,119.829666,119.87789,119.885216,119.81807,119.87979,119.88837,119.87365,119.891,119.87296,119.88161,119.88159,119.892624,119.89031,119.881165,119.89135,119.89373,119.88068,119.89215,119.89631,119.89372,119.89335,119.897415,119.89628,119.884834,119.88129,119.89479,119.886536,119.89557,119.91423,119.89619,119.88484,119.94124,119.89792,119.94124,119.91041,119.8848,119.91871,119.94707,119.98886,119.97558,119.99433,119.88038,119.88422,119.91205,119.8756,119.87571,119.875885,119.87604,119.876564,119.87978,119.87983,119.8801,119.87592,119.874466,119.84257,119.87809,119.87885,119.88611,119.88849,119.88023,119.88059,119.88922,119.89035,119.891464,119.892265,119.882935,119.893265,119.89435,119.88076,119.895134,119.89507,119.88129,119.8825,119.88363,119.89241,119.89279,119.88866,119.90834,119.88174,119.88253,119.88365,119.89728,119.91301,119.90307,119.98414,119.979675,119.947266,120.0
119.85098,119.85934,119.85938,119.781296,119.86693,119.807526,119.855965,119.872536,119.79473,119.8593,119.87531,119.85759,119.87756,119.85615,119.86343,119.86398,119.878944,119.87548,119.86135,119.877754,119.88013,119.86046,119.87911,119.88188,119.88011,119.88033,119.884964,119.88324,119.866425,119.86082,119.88197,119.86826,119.88218,119.90351,119.8827,119.865875,119.93423,119.88444,119.93423,119.901085,119.86585,119.91009,119.942024,119.98754,119.97289,119.99366,119.86052,119.86588,119.90038,119.8511,119.85121,119.851456,119.851654,119.85244,119.85931,119.85949,119.85991,119.86207,119.859436,119.82145,119.856995,119.85791,119.87355,119.87518,119.85985,119.860275,119.876144,119.877335,119.87827,119.87913,119.86472,119.87938,119.88049,119.860916,119.88221,119.881546,119.861626,119.8634,119.86495,119.879456,119.877335,119.87191,119.89753,119.86115,119.86235,119.86411,119.881355,119.901825,119.89041,119.98225,119.97734,119.94064,120.0
119.80066,119.80588,119.805885,119.756065,119.82725,119.778046,119.80231,119.83421,119.769684,119.80616,119.83806,119.81684,119.84168,119.81533,119.81527,119.82044,119.84429,119.835724,119.80947,119.839745,119.8465,119.80636,119.842026,119.84254,119.84648,119.84528,119.84801,119.850555,119.81662,119.80678,119.84471,119.81885,119.849464,119.87178,119.8509,119.81406,119.912224,119.85449,119.912224,119.876495,119.813965,119.88569,119.92579,119.98381,119.96476,119.99173,119.808266,119.81656,119.867226,119.80075,119.80084,119.80103,119.80124,119.80151,119.80596,119.80598,119.80699,119.82168,119.81876,119.788704,119.80214,119.80274,119.835846,119.8377,119.8071,119.80784,119.83893,119.84007,119.84253,119.84366,119.81582,119.845314,119.846855,119.80886,119.84484,119.84891,119.808075,119.81108,119.81376,119.84323,119.83511,119.82627,119.86869,119.807365,119.80889,119.811386,119.83885,119.869354,119.863976,119.97705,119.97063,119.92231,120.0
119.80837,119.816986,119.817024,119.77911,119.831535,119.79715,119.81224,119.837975,119.78987,119.81703,119.84251,119.82523,119.8454,119.824585,119.82553,119.82939,119.84746,119.842316,119.820274,119.8448,119.84875,119.817276,119.846375,119.849686,119.84874,119.848274,119.85314,119.85219,119.82708,119.817924,119.84946,119.829216,119.85098,119.877426,119.85136,119.8248,119.91601,119.852905,119.91601,119.87056,119.82469,119.88283,119.9252,119.984245,119.96573,119.99196,119.8191,119.82692,119.87357,119.8085,119.80863,119.80889,119.80916,119.80961,119.816986,119.817215,119.81801,119.82812,119.82612,119.8052,119.81224,119.81309,119.83892,119.84166,119.817924,119.81862,119.84346,119.84463,119.845985,119.84683,119.82616,119.84797,119.84913,119.8197,119.849976,119.850174,119.818985,119.82195,119.82449,119.84696,119.84321,119.835495,119.86792,119.81872,119.82037,119.8225,119.84838,119.87542,119.859344,119.97767,119.97151,119.92428,120.0
119.83892,119.84635,119.84635,119.78274,119.860504,119.808754,119.842,119.865906,119.79666,119.84646,119.86974,119.85106,119.873024,119.849556,119.85324,119.85547,119.875854,119.86799,119.84928,119.87093,119.876884,119.846695,119.87283,119.874435,119.87688,119.87527,119.87823,119.87922,119.85547,119.84762,119.87547,119.85782,119.87853,119.89813,119.87908,119.854935,119.93048,119.880615,119.93048,119.89614,119.854904,119.90611,119.93976,119.986984,119.97175,119.99336,119.84822,119.855095,119.89474,119.83902,119.83912,119.83936,119.83957,119.840096,119.8464,119.84643,119.84711,119.855995,119.85307,119.820526,119.842155,119.84351,119.8665,119.86831,119.84733,119.848,119.87038,119.8714,119.87351,119.87424,119.854164,119.87641,119.87754,119.84873,119.87544,119.8781,119.847946,119.850784,119.85314,119.873535,119.86898,119.862495,119.89356,119.84878,119.85045,119.85267,119.87391,119.89634,119.88673,119.9815,119.97634,119.93776,120.0
119.82635,119.83342,119.83345,119.77794,119.84192,119.798294,119.82899,119.84688,119.78883,119.833405,119.85088,119.8352,119.854004,119.83432,119.838646,119.84058,119.85668,119.8524,119.83569,119.854294,119.85833,119.83354,119.85596,119.85982,119.85832,119.857765,119.86243,119.861885,119.841,119.83406,119.85913,119.84314,119.860886,119.88501,119.861755,119.84009,119.9212,119.864174,119.9212,119.8812,119.840034,119.89227,119.93079,119.984924,119.966866,119.99234,119.83483,119.840675,119.88163,119.82646,119.82657,119.82677,119.826965,119.82741,119.83339,119.83371,119.834175,119.838135,119.836334,119.80893,119.82921,119.830414,119.847916,119.85066,119.83412,119.83469,119.851944,119.85362,119.85485,119.85604,119.83971,119.857445,119.85881,119.8353,119.85926,119.86018,119.83472,119.83688,119.838715,119.856544,119.85426,119.84768,119.87807,119.834984,119.83618,119.83796,119.85872,119.883194,119.87104,119.97838,119.972206,119.930084,120.0
119.884125,119.88848,119.88849,119.8243,119.89946,119.85042,119.88647,119.90488,119.839264,119.888596,119.90849,119.89044,119.910904,119.888954,119.89287,119.89428,119.91341,119.90427,119.890335,119.907425,119.91458,119.88922,119.90956,119.90788,119.91458,119.9123,119.91252,119.91612,119.89417,119.88947,119.910995,119.89564,119.91575,119.92496,119.916725,119.89379,119.948685,119.918785,119.948685,119.92942,119.893776,119.9355,119.95746,119.9905,119.979515,119.99515,119.889786,119.89401,119.92162,119.88422,119.88432,119.88448,119.88462,119.884964,119.8885,119.88853,119.88912,119.894905,119.892265,119.86155,119.88659,119.88732,119.90527,119.90616,119.88914,119.889565,119.90872,119.90904,119.9111,119.91159,119.893394,119.913864,119.91461,119.89006,119.91059,119.91575,119.88997,119.89139,119.8926,119.910225,119.90386,119.89912,119.92646,119.88976,119.89068,119.89226,119.90658,119.92307,119.92282,119.9866,119.98291,119.95329,120.0
119.813644,119.820465,119.82047,119.741455,119.83366,119.771255,119.81678,119.84128,119.75773,119.8206,119.84582,119.82339,119.84857,119.82195,119.82816,119.830154,119.85001,119.844696,119.823586,119.84776,119.8514,119.82141,119.84946,119.85233,119.851395,119.85136,119.85622,119.85532,119.83069,119.821884,119.85288,119.833145,119.85365,119.87963,119.85401,119.829605,119.918,119.8556,119.91799,119.875015,119.82946,119.886406,119.92744,119.98461,119.966606,119.99217,119.82236,119.83032,119.87577,119.813774,119.813896,119.814125,119.8144,119.8151,119.82047,119.820656,119.82142,119.828186,119.82519,119.78602,119.816925,119.81843,119.84222,119.84454,119.82145,119.82212,119.84652,119.847595,119.84926,119.85006,119.829285,119.850426,119.85174,119.82303,119.85303,119.85287,119.82276,119.8256,119.828156,119.84987,119.84623,119.83894,119.872116,119.82285,119.82447,119.82706,119.851425,119.877556,119.863785,119.97805,119.97202,119.92691,120.0
119.843925,119.849174,119.84919,119.78507,119.86254,119.813774,119.84616,119.869316,119.802986,119.84936,119.87306,119.8538,119.87649,119.852554,119.85567,119.85849,119.87971,119.8712,119.85188,119.87449,119.88119,119.84917,119.876854,119.876785,119.88117,119.879684,119.881325,119.88422,119.85747,119.84945,119.87896,119.859505,119.88333,119.899956,119.88431,119.8564,119.93171,119.88669,119.93171,119.90362,119.85638,119.91181,119.943,119.987595,119.97298,119.99366,119.85112,119.857216,119.89631,119.84402,119.84412,119.84431,119.84445,119.84472,119.84921,119.84944,119.850235,119.858025,119.85534,119.82502,119.84609,119.84677,119.87067,119.87249,119.850006,119.85051,119.87395,119.87498,119.87705,119.878075,119.85638,119.88047,119.881546,119.85154,119.878685,119.88288,119.8503,119.85288,119.85527,119.87809,119.8711,119.86439,119.898796,119.85028,119.85182,119.85406,119.875,119.89799,119.89333,119.982475,119.977585,119.93963,120.0
119.86352,119.870094,119.870125,119.82173,119.87951,119.84254,119.86673,119.88345,119.83349,119.870125,119.88588,119.87327,119.88825,119.87233,119.87498,119.87691,119.8905,119.88654,119.872406,119.88836,119.891594,119.86992,119.88942,119.89178,119.89159,119.89109,119.89409,119.89469,119.87652,119.870285,119.89163,119.87805,119.89353,119.91112,119.89397,119.87539,119.93955,119.895454,119.93955,119.90997,119.875336,119.918076,119.947525,119.9888,119.97583,119.994286,119.8715,119.87636,119.9083,119.86362,119.86371,119.86387,119.86402,119.86478,119.870094,119.87029,119.870895,119.87593,119.8744,119.851524,119.86672,119.867424,119.88434,119.886086,119.870834,119.87139,119.8868,119.887856,119.888695,119.88965,119.87564,119.89088,119.8919,119.87198,119.89188,119.892914,119.87102,119.87305,119.87478,119.890015,119.88743,119.88233,119.90697,119.87086,119.872246,119.87374,119.89074,119.90956,119.90135,119.98414,119.97983,119.94566,120.0
119.856804,119.86072,119.86073,119.79559,119.87049,119.819725,119.858406,119.87698,119.80859,119.860756,119.88066,119.86192,119.88374,119.86075,119.865845,119.86732,119.886116,119.87917,119.86292,119.88218,119.88777,119.861855,119.88447,119.88459,119.88777,119.886894,119.88858,119.89093,119.86837,119.862114,119.88662,119.87031,119.89005,119.90573,119.89105,119.868095,119.93619,119.89364,119.93619,119.90884,119.868004,119.916336,119.94601,119.988045,119.97427,119.993935,119.861984,119.86795,119.90207,119.85689,119.85698,119.85715,119.85734,119.85766,119.86071,119.86084,119.86134,119.86591,119.86341,119.831764,119.858406,119.859825,119.878044,119.879745,119.86131,119.86175,119.881546,119.88272,119.8845,119.88549,119.86697,119.88664,119.888115,119.86246,119.88611,119.889595,119.86302,119.864944,119.86661,119.88551,119.87988,119.87429,119.90492,119.86259,119.86431,119.86618,119.8835,119.90369,119.90021,119.98303,119.97843,119.94167,120.0
119.825775,119.832405,119.832436,119.773506,119.84667,119.79956,119.82866,119.85401,119.78919,119.832695,119.85779,119.83821,119.86235,119.837234,119.84114,119.84379,119.8655,119.85718,119.83638,119.86036,119.867035,119.833275,119.862144,119.86372,119.86703,119.86479,119.86789,119.86931,119.84293,119.83372,119.86509,119.84529,119.8688,119.88857,119.87021,119.84232,119.923744,119.873,119.923744,119.89124,119.84227,119.90049,119.93591,119.985954,119.96981,119.9928,119.83499,119.8427,119.88476,119.825836,119.82591,119.82608,119.82624,119.82688,119.83246,119.83266,119.83368,119.84182,119.839485,119.81015,119.82876,119.830444,119.85547,119.85773,119.833824,119.83469,119.85872,119.860054,119.86282,119.863556,119.84179,119.8661,119.86724,119.83576,119.86509,119.86881,119.8348,119.83774,119.8403,119.86288,119.85786,119.85088,119.88631,119.834526,119.836975,119.83964,119.861206,119.88651,119.88049,119.98016,119.974724,119.93215,120.0
119.83122,119.83765,119.837654,119.74956,119.848114,119.78291,119.83376,119.85708,119.767944,119.83779,119.86201,119.837326,119.865,119.83599,119.8441,119.84514,119.86688,119.859436,119.84083,119.86303,119.86837,119.83844,119.8653,119.86613,119.868355,119.86754,119.87077,119.871284,119.84704,119.83911,119.86797,119.8494,119.87014,119.89074,119.8709,119.84647,119.92521,119.872894,119.92521,119.89144,119.84644,119.901024,119.93603,119.98583,119.96952,119.99276,119.83958,119.84654,119.886955,119.83128,119.83134,119.83147,119.83159,119.83209,119.83769,119.83778,119.83855,119.84216,119.83906,119.79841,119.83412,119.83536,119.85825,119.86023,119.838684,119.839386,119.86253,119.8635,119.86553,119.86638,119.84527,119.86721,119.86833,119.84021,119.86787,119.86978,119.83982,119.84247,119.844925,119.8661,119.86065,119.85413,119.88715,119.84011,119.84195,119.84423,119.86581,119.88866,119.88044,119.97984,119.974335,119.93294,120.0
119.842064,119.84705,119.84709,119.736275,119.85308,119.780075,119.84374,119.85973,119.76286,119.84702,119.86362,119.8425,119.86681,119.84081,119.850334,119.85078,119.86945,119.86357,119.849144,119.86623,119.87113,119.845634,119.867836,119.87036,119.87113,119.869865,119.873474,119.87398,119.85305,119.84588,119.87047,119.854645,119.87323,119.89367,119.8742,119.85127,119.928246,119.876434,119.928246,119.89093,119.8512,119.90095,119.93642,119.98669,119.97124,119.99324,119.84803,119.8529,119.889786,119.8421,119.842155,119.84228,119.84241,119.842545,119.84702,119.8472,119.84755,119.84781,119.84461,119.79795,119.8437,119.84389,119.86066,119.86321,119.84777,119.84836,119.86464,119.865906,119.86761,119.868484,119.85171,119.87003,119.87155,119.84866,119.87067,119.87287,119.84686,119.84916,119.85118,119.86839,119.865555,119.85984,119.888016,119.846176,119.847404,119.84933,119.86894,119.891495,119.881966,119.98112,119.97599,119.93466,120.0
119.86414,119.86685,119.86685,119.78767,119.86674,119.81758,119.86542,119.873024,119.804985,119.8669,119.87712,119.86063,119.88136,119.860115,119.8693,119.86931,119.88522,119.87952,119.86822,119.88093,119.886635,119.868286,119.88225,119.886475,119.88663,119.88452,119.88783,119.88904,119.873024,119.86894,119.88497,119.87495,119.88858,119.90691,119.88947,119.87292,119.93671,119.891716,119.93671,119.90532,119.872894,119.91417,119.944756,119.98825,119.9743,119.99403,119.86757,119.87223,119.904594,119.86417,119.86419,119.864265,119.86434,119.86468,119.86685,119.86685,119.86713,119.862724,119.86131,119.830124,119.86549,119.86615,119.874245,119.877235,119.86724,119.86751,119.87829,119.87978,119.88182,119.88283,119.87087,119.88605,119.88734,119.86788,119.8852,119.88819,119.86911,119.87051,119.87185,119.88308,119.88237,119.87754,119.902374,119.869415,119.87036,119.87153,119.88704,119.90569,119.897606,119.983284,119.978584,119.94317,120.0
119.83875,119.84624,119.84632,119.75645,119.86046,119.79173,119.84103,119.867096,119.77661,119.84624,119.87193,119.8486,119.87595,119.84648,119.85239,119.85413,119.878815,119.868,119.84917,119.87202,119.880424,119.84487,119.875046,119.87362,119.880424,119.87862,119.87917,119.88311,119.853966,119.84541,119.87688,119.85569,119.88234,119.89762,119.883316,119.852,119.92967,119.88564,119.92967,119.90307,119.85196,119.91039,119.94104,119.98677,119.971306,119.993225,119.84807,119.8539,119.89346,119.83877,119.8388,119.838875,119.83894,119.83944,119.84624,119.84669,119.84728,119.8552,119.85124,119.80736,119.84101,119.84165,119.8685,119.869965,119.847206,119.84796,119.872574,119.87352,119.87649,119.8773,119.85305,119.87943,119.88044,119.848625,119.87649,119.88199,119.8464,119.849174,119.85161,119.87677,119.86788,119.86108,119.8972,119.846245,119.84788,119.849754,119.87151,119.89538,119.89273,119.98125,119.976,119.93683,120.0
119.82153,119.826164,119.826164,119.737755,119.836716,119.77357,119.82323,119.843475,119.76005,119.826416,119.847,119.82692,119.851364,119.82552,119.83277,119.834236,119.853714,119.84851,119.82951,119.85151,119.85543,119.82647,119.8531,119.856094,119.85543,119.85522,119.8598,119.859146,119.83544,119.8267,119.8564,119.8378,119.85802,119.882416,119.858765,119.83439,119.91985,119.860916,119.91985,119.88104,119.83434,119.891655,119.93052,119.9852,119.96799,119.99243,119.82819,119.83516,119.87864,119.82154,119.82157,119.82163,119.82171,119.82193,119.82623,119.82635,119.82714,119.8315,119.828705,119.78862,119.82333,119.8241,119.845345,119.84828,119.82736,119.8281,119.8484,119.85031,119.8525,119.85356,119.8339,119.85446,119.855865,119.82891,119.85666,119.857315,119.827995,119.83061,119.83289,119.85404,119.850365,119.84349,119.87649,119.82738,119.82946,119.83182,119.85526,119.88034,119.868965,119.979004,119.97319,119.92904,120.0
119.87614,119.87657,119.87657,119.759796,119.8724,119.8019,119.87665,119.88048,119.78467,119.87679,119.88523,119.86407,119.88826,119.86329,119.87725,119.876434,119.89054,119.88657,119.87772,119.88808,119.89216,119.8782,119.88946,119.89312,119.89216,119.89109,119.8947,119.89469,119.88149,119.87827,119.89206,119.88326,119.893936,119.91196,119.89492,119.881584,119.940125,119.897125,119.940125,119.91206,119.88158,119.920074,119.9487,119.98905,119.976166,119.994415,119.87699,119.880615,119.90973,119.876144,119.876175,119.87623,119.876274,119.876434,119.87661,119.8766,119.876755,119.866905,119.86504,119.82013,119.876755,119.87707,119.88195,119.88469,119.877045,119.87726,119.88628,119.887474,119.88885,119.88967,119.87897,119.89111,119.89209,119.87737,119.89217,119.89368,119.87875,119.879616,119.88045,119.88999,119.88953,119.88526,119.90831,119.87843,119.87909,119.88026,119.89419,119.91072,119.90398,119.98451,119.98021,119.94664,120.0
119.869446,119.87366,119.87368,119.80715,119.88009,119.833534,119.87086,119.88545,119.821846,119.873634,119.888695,119.87297,119.89151,119.87198,119.877495,119.87832,119.894005,119.88823,119.87546,119.89031,119.89515,119.87438,119.892006,119.89393,119.89515,119.89397,119.896355,119.89729,119.87997,119.87495,119.894295,119.881836,119.89664,119.913605,119.89723,119.88008,119.94138,119.898865,119.94138,119.91137,119.88002,119.91969,119.947975,119.98893,119.97573,119.9944,119.874626,119.87951,119.91049,119.86945,119.86948,119.86954,119.86962,119.86992,119.87362,119.87379,119.87403,119.87709,119.87438,119.84525,119.87086,119.87236,119.88601,119.88783,119.87418,119.87461,119.889404,119.89035,119.89209,119.89286,119.87862,119.89449,119.89541,119.87506,119.89402,119.89628,119.875145,119.87677,119.87827,119.892715,119.8898,119.88489,119.90967,119.8756,119.87673,119.878426,119.893295,119.911896,119.90402,119.98419,119.97973,119.946846,120.0
119.829346,119.83304,119.83303,119.69208,119.838524,119.74538,119.83077,119.84946,119.72267,119.833145,119.85498,119.825226,119.85896,119.82347,119.83723,119.83728,119.861465,119.85299,119.83534,119.85666,119.86313,119.8333,119.85904,119.86073,119.86313,119.86176,119.86519,119.866234,119.840805,119.83344,119.86196,119.84308,119.865166,119.88726,119.86593,119.839645,119.923676,119.868,119.923676,119.88781,119.83958,119.8972,119.933876,119.9859,119.96929,119.99284,119.83423,119.84038,119.88354,119.82935,119.82938,119.82943,119.829506,119.82974,119.83307,119.83311,119.83356,119.831566,119.82746,119.76856,119.83079,119.83118,119.85116,119.85348,119.833824,119.83434,119.85586,119.857,119.85954,119.86044,119.838905,119.86201,119.863365,119.83481,119.86199,119.86469,119.83451,119.83665,119.838646,119.85995,119.855,119.8482,119.88252,119.83394,119.83529,119.83748,119.86041,119.88527,119.876205,119.979904,119.97436,119.93252,120.0
119.828735,119.83377,119.83377,119.72083,119.846146,119.765434,119.82988,119.852394,119.74701,119.83392,119.856155,119.833534,119.85914,119.831085,119.839096,119.8402,119.86171,119.8543,119.836685,119.85761,119.86372,119.83472,119.85961,119.86125,119.86372,119.862305,119.86527,119.867035,119.842155,119.8354,119.86234,119.84448,119.86605,119.88704,119.86711,119.84162,119.92317,119.869644,119.92317,119.88884,119.84159,119.898315,119.93427,119.98541,119.96851,119.992584,119.83543,119.84177,119.8827,119.82874,119.82876,119.8288,119.82885,119.82904,119.83384,119.83381,119.8345,119.84118,119.83662,119.78531,119.82989,119.831184,119.8535,119.85528,119.8348,119.83548,119.85677,119.85781,119.85982,119.86079,119.84049,119.86237,119.86394,119.8361,119.86231,119.86559,119.83579,119.83797,119.83996,119.86045,119.8557,119.84911,119.88363,119.836426,119.83776,119.83964,119.860794,119.88464,119.87764,119.97926,119.97355,119.929794,120.0
119.82178,119.829544,119.82969,119.743065,119.83807,119.778206,119.824814,119.844795,119.76275,119.82943,119.84854,119.82869,119.8524,119.8274,119.834305,119.8355,119.85553,119.84882,119.83168,119.85125,119.856895,119.82904,119.85282,119.85663,119.856895,119.85519,119.85957,119.85946,119.83686,119.8297,119.856026,119.839005,119.8587,119.88247,119.85946,119.83546,119.91919,119.86146,119.91919,119.878494,119.83537,119.88946,119.92863,119.98482,119.96672,119.99225,119.83075,119.83656,119.87907,119.82179,119.821815,119.82187,119.82196,119.82237,119.82947,119.82993,119.830246,119.833,119.830345,119.79316,119.82505,119.82586,119.84576,119.84809,119.83012,119.83066,119.84933,119.8505,119.853096,119.854,119.83537,119.856026,119.85708,119.831215,119.8564,119.85829,119.8302,119.832344,119.834465,119.8534,119.85091,119.844086,119.875145,119.83014,119.831345,119.83341,119.855286,119.88063,119.8677,119.97832,119.97221,119.9295,120.0
119.854515,119.86025,119.86028,119.800285,119.86652,119.81971,119.8566,119.87152,119.81045,119.86025,119.873436,119.85951,119.87654,119.85857,119.86456,119.86528,119.87827,119.87556,119.86239,119.87715,119.87993,119.861244,119.87839,119.882225,119.87993,119.880135,119.88388,119.88382,119.86748,119.86192,119.88128,119.86973,119.882805,119.903305,119.88326,119.86788,119.93352,119.88527,119.93352,119.90021,119.86782,119.90933,119.94116,119.987366,119.9723,119.99356,119.86142,119.8668,119.90077,119.85452,119.854546,119.8546,119.854675,119.85503,119.86025,119.860435,119.860825,119.862724,119.860756,119.831215,119.85668,119.85862,119.872375,119.87436,119.861046,119.86164,119.87444,119.875854,119.877396,119.878654,119.86568,119.87908,119.88098,119.86192,119.88132,119.88174,119.86219,119.863945,119.86566,119.879036,119.87773,119.87241,119.89789,119.86274,119.86441,119.866234,119.88256,119.90194,119.8911,119.9819,119.97688,119.941574,120.0
